Ref_Date,GEO,PRO,PIP,STA,Vector,Coordinate,Value
2017/12,Canada,Crude oil and equivalent products,Other deliveries,Cubic metres,v107705262,1.1.6.1,4122164.0
2018/01,Canada,Crude oil and equivalent products,Other deliveries,Cubic metres,v107705262,1.1.6.1,4076118.0
2018/02,Canada,Crude oil and equivalent products,Other deliveries,Cubic metres,v107705262,1.1.6.1,3808965.0
2016/03,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,16499095.0
2016/04,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,15470002.0
2016/05,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,14342247.0
2016/06,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,12924960.0
2016/07,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,15448051.0
2016/08,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,14836959.0
2016/09,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,13925145.0
2016/10,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,15665734.0
2016/11,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,19108985.0
2016/12,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,17926050.0
2017/01,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,17926251.0
2017/02,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,20373769.0
2017/03,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,20588528.0
2017/04,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,21815133.0
2017/05,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,20204712.0
2017/06,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,17732827.0
2017/07,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,21196764.0
2017/08,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,22098036.0
2017/09,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,21815844.0
2017/10,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,22519629.0
2017/11,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,25165276.0
2017/12,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,25927587.0
2018/01,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,25637967.0
2018/02,Canada,Crude oil and equivalent products,Other deliveries,Barrels,v107705263,1.1.6.2,23957628.0
2016/03,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12193643.0
2016/04,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12190870.0
2016/05,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11888497.0
2016/06,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11111392.0
2016/07,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11411203.0
2016/08,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12024092.0
2016/09,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11631895.0
2016/10,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11738557.0
2016/11,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12162006.0
2016/12,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12293498.0
2017/01,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12253105.0
2017/02,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12315067.0
2017/03,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12804492.0
2017/04,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12399559.0
2017/05,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11529308.0
2017/06,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11337154.0
2017/07,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11344749.0
2017/08,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11389852.0
2017/09,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11832527.0
2017/10,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11612355.0
2017/11,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,11563036.0
2017/12,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12277804.0
2018/01,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12516166.0
2018/02,Canada,Crude oil and equivalent products,Opening inventory,Cubic metres,v107705264,1.1.7.1,12074336.0
2016/03,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,76695576.0
2016/04,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,76678134.0
2016/05,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,74776268.0
2016/06,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,69888433.0
2016/07,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,71774185.0
2016/08,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,75629134.0
2016/09,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,73162293.0
2016/10,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,73833176.0
2016/11,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,76496585.0
2016/12,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,77323644.0
2017/01,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,77069580.0
2017/02,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,77459308.0
2017/03,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,80537694.0
2017/04,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,77990746.0
2017/05,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,72517041.0
2017/06,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,71308431.0
2017/07,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,71356202.0
2017/08,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,71639891.0
2017/09,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,74424228.0
2017/10,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,73039390.0
2017/11,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,72729184.0
2017/12,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,77224932.0
2018/01,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,78724181.0
2018/02,Canada,Crude oil and equivalent products,Opening inventory,Barrels,v107705265,1.1.7.2,75945159.0
2016/03,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12190870.0
2016/04,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11888497.0
2016/05,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11111392.0
2016/06,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11411203.0
2016/07,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12024092.0
2016/08,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11631895.0
2016/09,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11738557.0
2016/10,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12162006.0
2016/11,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12293498.0
2016/12,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12253105.0
2017/01,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12315067.0
2017/02,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12804492.0
2017/03,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12399559.0
2017/04,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11529308.0
2017/05,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11337895.0
2017/06,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11344749.0
2017/07,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11389852.0
2017/08,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11832664.0
2017/09,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11612355.0
2017/10,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,11563036.0
2017/11,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12277804.0
2017/12,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12516166.0
2018/01,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12074336.0
2018/02,Canada,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705266,1.1.8.1,12102842.0
2016/03,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,76678132.0
2016/04,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,74776268.0
2016/05,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,69888433.0
2016/06,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,71774185.0
2016/07,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,75629134.0
2016/08,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,73162293.0
2016/09,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,73833176.0
2016/10,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,76496585.0
2016/11,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,77323644.0
2016/12,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,77069580.0
2017/01,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,77459308.0
2017/02,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,80537694.0
2017/03,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,77990746.0
2017/04,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,72517041.0
2017/05,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,71313092.0
2017/06,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,71356202.0
2017/07,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,71639891.0
2017/08,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,74425090.0
2017/09,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,73039390.0
2017/10,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,72729184.0
2017/11,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,77224932.0
2017/12,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,78724181.0
2018/01,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,75945159.0
2018/02,Canada,Crude oil and equivalent products,Closing inventory,Barrels,v107705267,1.1.8.2,76124456.0
2016/03,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,10173.0
2016/04,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,32493.0
2016/05,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,49270.0
2016/06,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,44899.0
2016/07,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,43147.0
2016/08,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,44575.0
2016/09,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,46459.0
2016/10,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,46459.0
2016/11,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,53021.0
2016/12,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,41704.0
2017/01,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,43709.0
2017/02,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,102157.0
2017/03,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,202885.0
2017/04,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,199291.0
2017/05,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,200663.0
2017/06,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,228809.0
2017/07,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,248228.0
2017/08,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,230454.0
2017/09,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,230454.0
2017/10,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,66430.0
2017/11,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,202294.0
2017/12,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,279574.0
2018/01,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,468133.0
2018/02,Canada,"Propane, butane, and other products",Imports,Cubic metres,v107705268,1.2.1.1,377953.0
2016/03,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,63986.0
2016/04,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,204374.0
2016/05,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,309898.0
2016/06,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,282406.0
2016/07,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,271386.0
2016/08,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,280368.0
2016/09,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,292218.0
2016/10,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,292218.0
2016/11,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,333491.0
2016/12,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,262310.0
2017/01,Canada,"Propane, butane, and other products",Imports,Barrels,v107705269,1.2.1.2,274921.0
